NUDT5	0.005448448000000001
CBX5	0.002440998
HLA-C	0.004015111000000001
GLRX5	0.002350454
TAF12	0.008060073
CTRC	0.001108312
RFX1	0.003085511
TAF7	0.0068218720000000005
MCM7	5.816400000000001E-5
HES1	0.541
COPG	0.006536856000000001
NOC4L	0.001421123
SNURF	0.007741104000000001
MBD2	0.007906846
DHX9	0.004954724000000001
IGFBP3	0.008887988
RIPK1	0.526
SEMA6D	0.003723422
NIPSNAP3A	0.668
BTBD2	0.008741372
POLD1	0.004256373000000001
GPR77	0.904
PCBP1	0.008607587
HUS1	0.647
PCNA	0.007610343000000001
RANBP1	0.003770364
PDCD6IP	0.002599801
RPS14	0.007608478000000001
MOV10	0.6930000000000001
PDLIM1	0.008519635
TSC22D1	0.001552102
BTF3	0.0037289370000000003
PSMD7	0.862
RCP9	0.005141737
MEN1	0.009131841
EIF2S3	0.001350787
TARS	0.0036213350000000003
GPAM	0.005776317
LOC134147	0.0061203030000000005
CD82	9.26343E-4
ERBB3	0.008093255
POU2AF1	0.009451652
CAMK2G	0.8069999999999999
SPTAN1	0.006669350000000001
PPP2CB	0.003008649
KIF3B	9.22383E-4
PFN2	0.003828197
PLEKHB1	0.007626372000000001
LCP2	0.004593535000000001
CDKN1B	0.541
TXN	0.004018493000000001
PDCL2	0.659
SIKE	0.002634958
F2RL2	0.003821351
NCBP1	8.7132E-5
VPS11	0.825
SRP68	8.819590000000001E-4
GLP2R	0.005761277
POLR2J	0.544
EEF1D	0.0052353650000000005
UMPS	0.002035037
MCC	9.051740000000001E-4
LOC285370	0.002605215
ERBB2IP	0.001138656
AP1M1	0.0056869780000000005
HSP90AB1	0.8340000000000001
DNAJC3	7.8952E-4
CDKN1C	0.007916127
PRKDC	0.005750832000000001
CHUK	0.001408631
SMURF2	0.0029759590000000002
SYT1	5.02316E-4
FUBP1	0.711
C11ORF49	0.76
HDAC2	0.6759999999999999
PPP1R8	3.3213700000000004E-4
PIN1	0.009657218
VLDLR	0.00796074
RARA	0.001848386
DYNLL1	0.009438942
ATXN1	0.001465038
CKS2	0.001455638
MGC10471	0.009561459
DDX5	0.002887656
ACVR2B	5.21724E-4
MARCKS	0.00293261
PFAS	0.005973152000000001
ARF6	0.002727977
HSPA4L	0.006775307
TEX11	0.009666557
RPL32	0.004014094
RPL23A	0.0043015910000000004
ZNHIT4	0.008597789
PSMA6	7.291690000000001E-4
PSMB2	0.792
UBB	0.001912133
MTHFD1	0.0030590450000000003
SFN	0.0039350240000000005
AKAP12	0.591
NRG1	7.29887E-4
SIAH2	0.009220449
NUP93	0.0061827620000000005
EXOSC4	0.001282826
IGF1	0.723
SEH1L	0.984
CHMP6	0.00985435
FGB	0.533
HUS1B	0.004520491000000001
RAD9B	0.003414247
CAMP	0.0057644390000000005
H2AFX	0.9299999999999999
LGALS1	0.00933761
ING4	0.003571916
MAPK1	0.005871323
PHF5A	0.666
COG5	0.004654068000000001
LPHN1	0.921
SHANK2	0.706
CDK2	0.002349927
CBLB	0.007549748000000001
PREP	0.005757009
EXOSC9	0.879
SSX4	0.0041664760000000006
RBBP4	0.006448299000000001
HSPA4	0.009932906
VASN	0.0030709030000000003
EPB41L3	0.536
MYCL2	0.004997098000000001
MAX	0.0044107880000000006
LRP1B	0.0023226
ZNF434	0.00376705
CTPS	7.758560000000001E-4
ZBTB7A	0.002334411
TYROBP	0.004357665000000001
MECP2	0.536
ROBO1	0.007718231000000001
TAZ	7.759450000000001E-4
SF3B4	0.563
PSMD10	0.619
PSME3	2.39845E-4
AP2B1	0.008538708
SPTBN4	0.005699369000000001
FGFBP1	0.004739724000000001
MAP1A	0.007793712000000001
RORB	0.56
TRAF3IP2	0.002203595
GPR37	0.002153478
HIPK3	0.002341131
RFC4	0.6759999999999999
RPL37A	0.009650727
C12ORF12	0.001573685
FLJ13391	0.9650000000000001
ATP5E	0.997
CACYBP	8.122330000000001E-4
STAT1	0.004624856000000001
VAPA	0.001089768
CBL	0.855
IGF1R	0.001872166
NUPL1	0.787
MAP3K7	0.702
CENPJ	0.0051123670000000005
DBF4	0.616
FAP	0.002365128
DPP4	0.008225783
GMPS	0.00801141
HPRT1	0.001722053
COL17A1	0.004714391000000001
IRAK1	0.001420885
STK16	4.8646600000000007E-4
WDR77	0.007098546000000001
PTCH2	0.002168253
RPS20	0.884
PARD6B	0.005824573
DDIT4	0.007352980000000001
TAGLN2	0.002740848
RPS9	0.002149299
TRIM55	0.005660560000000001
RBBP8	0.516
PAX6	0.6779999999999999
QDPR	0.005553206000000001
UBE2G2	0.005880598000000001
RPIP8	0.0044225900000000005
PIAS3	0.002188345
TPD52	0.008799402
TIMP2	0.603
EFTUD2	0.002080816
PDCD11	0.005432634
ARG1	0.002029757
PIK3CA	0.8260000000000001
PHLDA3	0.005927341000000001
SLC25A5	0.003760803
ZNF496	0.702
FAS	0.007959949
RRAS	0.614
NFE2L1	0.006637994
ZDHHC7	0.00784883
DLG1	0.007410295000000001
PRMT1	0.003357279
MMP2	0.00263785
CTTN	0.009084841
BIRC7	0.009843813
TFEB	0.0035139990000000003
HNRPH3	0.002687085
RPL29	9.132580000000001E-4
ATP5L	0.005227316000000001
IL1RAP	0.006983901000000001
INS	0.008183402
TRFP	0.004546222000000001
MED9	0.872
UCP2	0.796
DIABLO	0.004304484000000001
PA2G4	0.007251670000000001
IMMT	0.008333324
PPP1R11	0.631
KIAA1712	0.008041519
BLNK	0.008307776
BSCL2	0.006745374000000001
TMEM19	0.009022353
MCM3	0.0066047810000000005
ACVR1	8.909660000000001E-4
ACVR1B	0.0030382300000000003
MS4A2	0.002799747
BAG3	0.001112641
RAGE	0.005003671
GRK5	0.0042327350000000005
MARK3	0.003767681
ZNFN1A1	0.00878026
RAP1A	0.007980153
PSMC6	0.002998556
TNS1	0.008163468
FUS	0.0040699180000000005
BRCA2	0.006169258
CASR	0.006698356000000001
APPBP2	0.657
TBL3	0.003946179
NEDD4L	0.006573646000000001
SYNCRIP	0.003793303
NUP155	0.009535138
PPP1R7	0.003171882
FKBP1A	0.004854351000000001
FRAP1	0.007730677000000001
SLC25A17	0.008934122
GOT1	0.007555429000000001
IRAK2	0.00190124
IMPDH2	0.007305204000000001
C10ORF10	0.003598665
MAPK8IP3	0.006872448000000001
DUSP3	0.001090939
BCAP31	0.008324785
RARRES3	0.004732194
KCNQ4	0.008076275
DNMT1	0.009464838
CUTL1	0.002493991
ITGAE	0.005027628000000001
RHBDF1	1.64738E-4
SLIC1	0.002428066
USF2	0.003067511
TGM3	8.62917E-4
MYOZ1	0.005845762000000001
NCF1	0.005389622000000001
FTSJ1	0.863
TMED2	4.1950000000000006E-4
PPP2R3B	0.007872642
SNRPA1	0.00893679
HNRPM	0.003978184000000001
IARS	0.00207085
SNRPB2	0.007674136000000001
MED25	0.008708569
CCL7	0.007153399
KRT17	0.002547792
SPIB	0.007294101000000001
B2M	0.003991700000000001
CALR	0.002049359
UNC13B	0.00797514
CLU	0.004837578
PSMA7	0.0048907510000000005
PSMB6	0.002599741
CASP10	0.006885147000000001
ANXA2	0.007170172000000001
SLC3A2	0.001645435
KPNA3	0.001016003
RHOU	0.008062965
CAV2	0.008381116
RPL24	0.002415909
EIF3S3	0.00975137
LOC339344	0.677
NARG1	0.0038380660000000002
TAF5	0.007311998000000001
ATP5H	0.0069290260000000005
NAP1L1	5.73549E-4
FAM103A1	0.006972835000000001
C3ORF34	0.009704761
SUZ12	0.004864984000000001
THRAP6	0.984
ZNRD1	2.50117E-4
CST7	0.001257615
GIPC1	0.004862541000000001
GRPEL1	0.002937843
ARL2BP	0.006389209000000001
CPSF3	0.005794260000000001
PLAT	0.9550000000000001
ALDH2	0.513
BRD7	0.524
MYBBP1A	0.005750548
HSPC152	0.00242693
PAICS	0.007812112
STAT5A	0.72
RGS5	0.005179339000000001
TRRAP	0.0073490280000000005
SHKBP1	2.72666E-4
VDAC1	0.001661157
MRPL23	0.962
RAB7	5.87988E-4
C1QA	0.007920353
DYNLRB1	0.005121518
MAGI2	0.009551605
RAB5C	0.005904288000000001
GPR143	0.778
OSM	0.0038037590000000003
COL4A4	0.008626395
RPS6KA3	0.005219579000000001
ACADL	0.005258948
TRIM28	0.009881968
LYZ	0.007276590000000001
GSTK1	0.005456221000000001
PTPRK	0.004036515000000001
GARS	0.004092802
POLR3E	0.888
ACTN2	0.788
TSHR	0.008702123
CALM3	0.007958822
PFKP	0.003182856
SYN1	0.96
PPIB	0.007526738000000001
TAOK3	0.004057392000000001
PSMA1	0.006637739000000001
DNMT3A	0.006735809000000001
UNC5A	0.551
KRT6A	0.009259562
NR1I2	0.858
CUTL2	0.9510000000000001
COL4A2	0.708
MPHOSPH6	0.776
ZNF291	0.001262673
WBSCR22	0.009934304
TNF	0.6950000000000001
C1QC	0.005829669000000001
CPM	0.742
HBA2	0.008849564
MAF	0.0014661
WBP5	0.0031656970000000003
FLJ21945	0.008989362
GCOM1	0.0060500020000000005
PLS3	0.001976933
NR2C2	0.008337434
BCKDHA	0.007833157
EPPK1	0.007536583000000001
ASCL3	0.005402134
P4HB	0.005858985000000001
CLSPN	0.009585109
GTF3C3	0.001039817
MYST2	0.002825925
RHOA	0.008958644
PKP1	0.008970996
BLM	0.004261527
CDC2L1	0.005981409000000001
RHPN2	0.001030661
RAPGEF1	0.007615776000000001
PFKFB2	7.15145E-4
CPB2	0.007529428000000001
F2RL3	0.005068759000000001
F2	0.001695493
FABP4	0.009191133
TAF4	0.006418039
RIMS1	0.008660218
ANKRD24	0.952
LOC653068	9.82203E-4
SNAPC1	0.007760144000000001
PTP4A3	0.007826357
HEATR2	0.009030563
HMGB1	0.008726749
TPM3	0.002669195
NEDD9	0.577
SELE	0.0038904960000000002
PICK1	0.003801093
TOP2A	0.008140732
ARL15	0.0044954520000000005
SIN3A	3.3926500000000005E-4
OMG	0.002307502
UBXD5	0.008827641
KCNQ5	0.655
VDP	0.0054434620000000005
COPS3	0.009407179
SCIN	0.746
TSSK6	0.778
LRP2	1.71344E-4
ABCC2	0.006285736000000001
PSMD1	0.003242581
SLC9A7	0.0020383330000000002
RPN1	0.005108696
NUMB	0.009956971
HLA-A	0.0036539700000000003
PRKD1	0.004437686000000001
BCL9	0.621
CDC73	5.60617E-4
EXOSC5	0.004312947000000001
SGTA	7.112510000000001E-4
AKR1B1	0.009911123
AP2A1	0.008380078
LNK	9.721460000000001E-4
FAM101B	4.90699E-4
LUC7L2	0.904
CDC14A	0.555
SOCS1	0.007883875
TKT	0.008231494
GNG12	0.006044954000000001
LMNB1	0.007084803000000001
DEK	0.569
BUB1	0.9550000000000001
SUB1	0.006826143000000001
CLCN5	0.00294364
SEC23A	0.006490865000000001
GSTM3	0.008263424
GRIPAP1	0.001953246
RAB6A	9.828509999999999E-4
MATR3	0.00350937
EDAR	0.0038330260000000002
GGCX	0.008803747
HOXA1	0.009916486
TBL1XR1	2.9335200000000003E-4
GSTO1	0.004960803000000001
LOC157562	0.008231683
EGF	0.006979120000000001
ZNF202	0.001983729
LOXL1	0.006312204000000001
CUL4A	0.008547437
SF3A1	0.917
DDB1	0.003956828000000001
PTPN12	0.006208587000000001
CDH12	0.0042914350000000006
SNCAIP	0.003783209
DDX21	0.008477993
AGPAT4	0.518
LIG4	0.002159237
OAT	0.0034705860000000003
SAE1	0.002991384
CD80	0.003383637
LAMB3	0.001751215
BMP1	0.004179614000000001
FATE1	0.001660141
PTPRM	0.7030000000000001
CTGF	0.551
FEM1B	0.001558272
LRIG1	0.008132217
NCOA6	1.6283E-5
SUMO3	0.0020817550000000002
C20ORF24	0.946
CTPS2	0.009107399
FCGR3A	0.008162295
APCS	0.007056077000000001
MRPS7	0.009292073
PFKFB3	0.0035544020000000003
