TRIP6	0.852
PTK2	0.005208498000000001
MCM5	0.62
UBA52	0.003067628
TRAF6	0.0027922570000000002
NUDT5	0.588
PAK2	0.985
MYH10	0.829
TGFB1	0.884
TRAF2	0.0076205610000000005
FXR2	0.745
AR	0.692
UBE3A	0.562
RPL17	0.008734379
EIF2S1	0.544
C20ORF172	0.876
CBX5	0.79
HSPG2	0.7969999999999999
NID1	0.005606690000000001
HLA-C	0.6839999999999999
GLRX5	0.7989999999999999
TAF12	0.004635432000000001
TAF15	0.702
PTK7	0.999
CTRC	0.759
PHKG1	0.006379066000000001
HDAC1	0.001665951
RFX1	0.664
RAB1A	0.771
CREB1	0.009079651
POLR2E	0.659
TAF7	0.0024789490000000003
MCM7	0.002215548
SHB	0.001048668
SRC	0.009833055
RPS19	0.007164271000000001
RPL8	0.755
IRS2	0.587
EPOR	0.008204626
HES1	0.005524997000000001
ID4	0.919
PHB2	0.547
COPG	2.82936E-4
TNPO1	0.518
HIST2H2BE	0.731
COL4A5	8.186450000000001E-4
FN1	0.6950000000000001
PSMA3	3.5694800000000005E-4
NUP88	0.729
NUP205	0.514
EFCBP2	0.009622624
NOC4L	0.508
POP7	0.711
SNURF	0.722
MBD2	0.6930000000000001
DHX9	0.9550000000000001
POLR2D	0.596
DHX38	0.51
RBMX	0.868
SF3B5	0.506
IGFBP3	0.747
COL1A1	0.0028201710000000002
PSMA4	0.507
PSMD8	0.552
RPS3A	0.004034097
EIF3S4	0.52
RIPK1	0.006875434000000001
HSPA1B	0.005856274000000001
RBM5	0.864
HNRPU	0.007959187
AOF2	0.736
ASCC2	0.008116508
CCL5	0.764
CSPG2	0.526
WDR71	0.993
PSMD3	0.794
YWHAB	0.567
KIF5B	0.857
CRKL	0.647
TYK2	0.87
PTPN11	0.982
CD33	0.731
PLXNA1	2.7783600000000006E-4
SEMA6D	0.661
MDFI	0.595
C10ORF62	0.745
RPS11	0.0071691590000000005
RPSA	0.001047623
RPL35	0.774
EIF3S2	0.916
NIPSNAP3A	0.5
HAP1	0.883
WDR8	0.9239999999999999
MYH11	0.575
BTBD2	0.001073016
C14ORF1	0.74
